Time [ms],IShunt [A],Cell Voltage [V],Cell Temp 1 [C],Cell Temp 2 [C],Internal Resistance [mOhm]
359840,0.034,0.002,0,0,
359844,0.04,0.001,0,0,
359848,0.073,0.006,0,0,
359852,0.088,0.004,0,0,
359856,0.063,-0.001,0,0,
359860,-0.008,0.002,0,0,
359864,0.054,0.002,0,0,
359868,0.074,0.004,0,0,
359872,0.086,0.002,0,0,
359876,0.023,0.001,0,0,
359880,-0.032,-0.001,0,0,
359884,0.069,-0.004,0,0,
359888,0.032,-0.002,0,0,
359892,-0.001,0.002,0,0,
359896,0.011,0.001,0,0,
359900,-0.015,0,0,0,
359904,0.028,-0.004,0,0,
359908,-0.007,0.002,0,0,
359912,0.024,0.008,0,0,
359916,0.037,0.002,0,0,
359920,0.019,0.005,0,0,
359924,0.034,0.003,0,0,
359928,0.007,0.002,0,0,
359932,0.078,-0.004,0,0,
359936,0.018,-0.005,0,0,
359940,0.082,-0.005,0,0,
359944,-0.009,0,0,0,
359948,0.017,0.006,0,0,
359952,-0.006,0.003,0,0,
359956,0.077,0.003,0,0,
359960,-0.051,0.005,0,0,
359964,0.005,0.004,0,0,
359968,0.06,0.007,0,0,
359972,0.039,0.001,0,0,
359976,0.066,0.005,0,0,
359980,0.018,0.002,0,0,
359984,0.02,0.008,0,0,
359988,0.036,-0.001,0,0,
359992,0.094,0.003,0,0,
359996,0.055,0.005,0,0,
360000,0.073,0.001,0,0,
360004,0.036,0.003,0,0,
360008,0,0.002,0,0,
360012,0.019,0.008,0,0,
360016,0.039,0.005,0,0,
360020,0.049,0.006,0,0,
360024,0.015,0.005,0,0,
360028,0.041,0.001,0,0,
360032,0.046,0.002,0,0,
360036,0.114,0.007,0,0,
360040,0.045,0.007,0,0,
360044,0.046,-0.004,0,0,
360048,0.05,0,0,0,
360052,0.111,0.002,0,0,
360056,0.052,-0.002,0,0,
360060,0.021,-0.003,0,0,
360064,0.05,0.004,0,0,
360068,0.035,-0.004,0,0,
360072,0.071,0.004,0,0,
360076,0.041,-0.003,0,0,
360080,0.01,0,0,0,
360084,0.02,0.005,0,0,
360088,0.019,-0.001,0,0,
360092,-0.036,0,0,0,
360096,0.069,0,0,0,
360100,0.073,0.005,0,0,
360104,0.003,0.004,0,0,
360108,0.042,0.003,0,0,
360112,0.095,0.003,0,0,
360116,0.069,0.003,0,0,
360120,0.064,-0.002,0,0,
360124,0.01,-0.001,0,0,
360128,0.041,0.006,0,0,
360132,0.073,0.004,0,0,
360136,0.014,0.004,0,0,
360140,0.074,-0.001,0,0,
360144,0.025,0.001,0,0,
360148,0.084,0.006,0,0,
360152,0.012,0.004,0,0,
360156,0.021,0.002,0,0,
360160,-0.023,0.003,0,0,
360164,0.057,0.001,0,0,
360168,0.019,0.003,0,0,
360172,-0.016,0.008,0,0,
360176,0.043,0.001,0,0,
360180,0.095,0.004,0,0,
360184,0.024,0.005,0,0,
360188,0.001,0.001,0,0,
360192,0.04,0.002,0,0,
360196,0.004,-0.002,0,0,
360200,0.045,0.004,0,0,
360204,-0.008,0.002,0,0,
360208,0.059,0.008,0,0,
360212,0.016,0.01,0,0,
360216,0.082,0.003,0,0,
360220,0.065,0.002,0,0,
360224,-0.012,-0.003,0,0,
360228,0.068,0.003,0,0,
360232,0.078,0.004,0,0,
360236,0.031,0.002,0,0,
360240,0.053,-0.001,0,0,
360244,0.074,0.008,0,0,
360248,0.12,0.006,0,0,
360252,0.047,0.005,0,0,
360256,0.014,-0.002,0,0,
360260,0.088,0.002,0,0,
360264,0.041,0.006,0,0,
360268,0.019,0.004,0,0,
360272,0.021,0.004,0,0,
360276,-0.038,0.003,0,0,
360280,0.082,-0.001,0,0,
360284,0.036,0.003,0,0,
360288,0.072,-0.003,0,0,
360292,0.04,0.006,0,0,
360296,-0.025,0.005,0,0,
360300,0.053,0.003,0,0,
360304,-0.001,0.002,0,0,
360308,0.03,0.003,0,0,
360312,-0.007,0.009,0,0,
360316,0.053,0.005,0,0,
360320,0.055,0.01,0,0,
360324,0.014,0.005,0,0,
360328,0.075,0.001,0,0,
360332,0.026,0.008,0,0,
360336,0.057,0.009,0,0,
360340,-0.001,0.006,0,0,
360344,0.061,-0.001,0,0,
360348,0.057,0.005,0,0,
360352,-0.008,0.004,0,0,
360356,0.046,0.005,0,0,
360360,0.075,0.005,0,0,
360364,-0.016,0.003,0,0,
360368,0.038,0,0,0,
360372,0.004,0.006,0,0,
360376,0.045,0.006,0,0,
360380,0.057,0,0,0,
360384,-0.023,0.005,0,0,
360388,0.002,0.002,0,0,
360392,-0.018,0.006,0,0,
360396,0.059,0,0,0,
360400,0.012,0.007,0,0,
360404,0.022,0.004,0,0,
360408,0.056,-0.001,0,0,
360412,0.015,0.003,0,0,
360416,-0.001,0.005,0,0,
360420,0.034,0.004,0,0,
360424,0.074,0.004,0,0,
360428,0.089,0.005,0,0,
360432,0.032,0.002,0,0,
360436,0.016,0.004,0,0,
360440,0.004,-0.003,0,0,
360444,0.06,0.006,0,0,
360448,0.035,0.004,0,0,
360452,0.026,0.01,0,0,
360456,0.028,0.007,0,0,
360460,0.053,0,0,0,
360464,0.059,0,0,0,
360468,0.04,0.004,0,0,
360472,-0.013,0.003,0,0,
360476,0.023,-0.003,0,0,
360480,0.031,0.004,0,0,
360484,0.028,0.004,0,0,
360488,0.014,0.005,0,0,
360492,0.082,0.006,0,0,
360496,0.035,0.001,0,0,
360500,0.037,0.004,0,0,
360504,0.075,0.006,0,0,
360508,0.048,0.005,0,0,
360512,0.024,0.005,0,0,
360516,0.046,0.006,0,0,
360520,0.026,-0.004,0,0,
360524,0.027,-0.003,0,0,
360528,0.081,0.001,0,0,
360532,0.044,0.005,0,0,
360536,0.018,0.005,0,0,
360540,0.031,0.011,0,0,
360544,0.039,0.003,0,0,
360548,0.02,0.009,0,0,
360552,0.032,0.004,0,0,
360556,0.043,0.003,0,0,
360560,-0.006,0.006,0,0,
360564,0.039,0.002,0,0,
360568,-0.005,0.005,0,0,
360572,0.023,0.007,0,0,
360576,0.082,0.004,0,0,
360580,0.062,0.002,0,0,
360584,0.064,0.005,0,0,
360588,0.05,0.004,0,0,
360592,-0.023,0.004,0,0,
360596,0.018,0.005,0,0,
360600,0.032,0.001,0,0,
360604,0.052,0.001,0,0,
360608,0.057,0.011,0,0,
360612,0.045,0.006,0,0,
360616,0.006,0.006,0,0,
360620,0.022,0.007,0,0,
360624,0.068,0.007,0,0,
360628,0.084,0.003,0,0,
360632,0.028,0.006,0,0,
360636,0.091,0.002,0,0,
360640,-0.013,0.003,0,0,
360644,0.019,-0.001,0,0,
360648,-0.042,0.005,0,0,
360652,0.071,0,0,0,
360656,0.008,0.004,0,0,
360660,0.037,0.004,0,0,
360664,0.026,0.008,0,0,
360668,0.061,-0.002,0,0,
360672,0.015,0.001,0,0,
360676,0.044,0.004,0,0,
360680,0.009,0.003,0,0,
360684,0.047,0.001,0,0,
360688,0.038,0.004,0,0,
360692,-0.005,0.007,0,0,
360696,0.056,0.008,0,0,
360700,0.055,0.009,0,0,
360704,0.079,0.005,0,0,
360708,-0.009,0.006,0,0,
360712,-0.045,0.002,0,0,
360716,0.01,0.008,0,0,
360720,0.098,0.003,0,0,
360724,0.042,0.011,0,0,
360728,-0.068,0.006,0,0,
360732,0.017,0.003,0,0,
360736,0.076,0.003,0,0,
360740,-0.016,0.007,0,0,
360744,0.064,0.006,0,0,
360748,0.09,0.003,0,0,
360752,0.011,0.003,0,0,
360756,0.012,0.003,0,0,
360760,0.049,0.009,0,0,
360764,0.053,0.008,0,0,
360768,0.004,0.003,0,0,
360772,0.003,0.002,0,0,
360776,0.043,0.006,0,0,
360780,0.039,0.009,0,0,
360784,0.03,0.007,0,0,
360788,0.059,0.007,0,0,
360792,0.022,0.002,0,0,
360796,0.012,0.008,0,0,
360800,0.08,0.002,0,0,
360804,0.042,0.002,0,0,
360808,0.063,0.005,0,0,
360812,0.055,0.006,0,0,
360816,0.048,0.009,0,0,
360820,0.021,0.009,0,0,
360824,0.026,0.006,0,0,
360828,0.002,0.006,0,0,
360832,0.028,0.008,0,0,
360836,-0.012,0.013,0,0,
360840,0.04,0.005,0,0,
360844,0.057,0.002,0,0,
360848,0.027,0,0,0,
360852,0.012,0.007,0,0,
360856,-0.008,0.005,0,0,
360860,0.085,0.008,0,0,
360864,0.082,0.002,0,0,
360868,0.056,0.004,0,0,
360872,0.037,0.001,0,0,
360876,0.036,0.006,0,0,
360880,0.022,0.007,0,0,
360884,0.041,0.007,0,0,
360888,0.039,-0.001,0,0,
360892,0.04,0.006,0,0,
360896,0.082,0.006,0,0,
360900,0.048,0.005,0,0,
360904,0.032,0.004,0,0,
360908,0.006,0.006,0,0,
360912,0.035,0.003,0,0,
360916,0.079,0.005,0,0,
360920,0.044,0.004,0,0,
360924,0.045,0.006,0,0,
360928,0.083,0.003,0,0,
360932,-0.003,0.003,0,0,
360936,0.053,0.01,0,0,
360940,0.094,0.004,0,0,
360944,0.038,0.007,0,0,
360948,0.048,0.005,0,0,
360952,0.063,0.005,0,0,
360956,0.077,0.005,0,0,
360960,0.03,0.006,0,0,
360964,0.043,0.004,0,0,
360968,-0.01,0.002,0,0,
360972,0.047,0.006,0,0,
360976,0.011,0.004,0,0,
360980,0.107,0.004,0,0,
360984,0.038,0.001,0,0,
360988,0.044,0.001,0,0,
360992,0.055,0.004,0,0,
360996,0.082,0.005,0,0,
361000,0.049,-0.001,0,0,
361004,-0.027,0.003,0,0,
361008,0.114,-0.004,0,0,
361012,0.028,0.002,0,0,
361016,0.031,0.006,0,0,
361020,0.049,0.005,0,0,
361024,-0.018,0.006,0,0,
361028,0.028,0.002,0,0,
361032,0.029,0.005,0,0,
361036,0.019,0.006,0,0,
361040,-0.007,0.007,0,0,
361044,0.018,0.008,0,0,
361048,0.047,0.01,0,0,
361052,0.047,0.01,0,0,
361056,0.05,0.008,0,0,
361060,0.087,0.007,0,0,
361064,0.058,0.009,0,0,
361068,0.066,0.004,0,0,
361072,0.009,0.008,0,0,
361076,0.008,0.005,0,0,
361080,0.063,0.006,0,0,
361084,0.033,0,0,0,
361088,0.116,0.004,0,0,
361092,0.023,0.01,0,0,
361096,0.062,0.004,0,0,
361100,0.015,0.007,0,0,
361104,0.028,0.008,0,0,
361108,-0.017,0.006,0,0,
361112,0.046,-0.001,0,0,
361116,0.041,0.011,0,0,
361120,0.024,0.004,0,0,
361124,0.071,-0.001,0,0,
361128,0.05,0.004,0,0,
361132,0.077,0.011,0,0,
361136,0.083,0.01,0,0,
361140,0.041,0.003,0,0,
361144,0.063,0.003,0,0,
361148,0.06,0.001,0,0,
361152,0.035,-0.001,0,0,
361156,0.013,0.001,0,0,
361160,0.003,0.003,0,0,
361164,0.085,-0.001,0,0,
361168,0.051,0.002,0,0,
361172,0.07,0.003,0,0,
361176,0,0.005,0,0,
361180,0.03,0.005,0,0,
361184,0.052,0.002,0,0,
361188,-0.017,0.007,0,0,
361192,-0.003,0.007,0,0,
361196,0.016,0.003,0,0,
361200,0.028,0.008,0,0,
361204,0.023,0.003,0,0,
361208,0.049,0.002,0,0,
361212,0.043,0.004,0,0,
361216,-0.004,0.002,0,0,
361220,0.041,0.006,0,0,
361224,-0.01,0.007,0,0,
361228,-0.009,0.002,0,0,
361232,0.027,0.003,0,0,
361236,0.045,-0.001,0,0,
361240,0.089,0.001,0,0,
361244,0.047,0.004,0,0,
361248,0.021,0.01,0,0,
361252,0.047,0.003,0,0,
361256,0.051,0.001,0,0,
361260,0.043,0.005,0,0,
361264,0.021,0.005,0,0,
361268,0.07,0.009,0,0,
361272,0.071,0.004,0,0,
361276,0.08,0.006,0,0,
361280,0.052,0.005,0,0,
361284,0.032,0.004,0,0,
361288,0.053,0.005,0,0,
361292,-0.009,0.001,0,0,
361296,0.065,0.005,0,0,
361300,0.061,0.004,0,0,
361304,0.055,0.001,0,0,
361308,0.067,0.005,0,0,
361312,0.05,0,0,0,
361316,0.089,0.004,0,0,
361320,0.041,0.004,0,0,
361324,0.045,0.004,0,0,
361328,-0.005,0.007,0,0,
361332,0.036,0.008,0,0,
361336,0.016,0.005,0,0,
361340,0.042,0.008,0,0,
361344,0.044,0.006,0,0,
361348,0.063,0.012,0,0,
361352,0.052,0.005,0,0,
361356,0.066,0.01,0,0,
361360,-0.003,-0.001,0,0,
361364,0.024,0.004,0,0,
361368,0.061,0.006,0,0,
361372,0.045,0.008,0,0,
361376,0.042,0.009,0,0,
361380,0.073,0.006,0,0,
361384,0.081,0.006,0,0,
361388,0.077,0.005,0,0,
361392,0.068,0.008,0,0,
361396,0.025,0.005,0,0,
361400,0.059,0.005,0,0,
361404,0.017,0.001,0,0,
361408,0.037,0.005,0,0,
361412,-0.015,0.005,0,0,
361416,-0.029,0.008,0,0,
361420,0.034,-0.004,0,0,
361424,0.046,0.001,0,0,
361428,0.034,0.007,0,0,
361432,0.044,0.002,0,0,
361436,0.029,0.003,0,0,
361440,-0.004,0.004,0,0,
361444,0.003,0.005,0,0,
361448,-0.013,0.003,0,0,
361452,0.01,0.006,0,0,
361456,0.063,0.007,0,0,
361460,0.032,0.006,0,0,
361464,-0.025,0.007,0,0,
361468,0.04,0.006,0,0,
361472,0.016,0.009,0,0,
361476,0.052,0.004,0,0,
361480,0.018,0.006,0,0,
361484,0.001,0.004,0,0,
361488,0.027,0,0,0,
361492,0.048,0.006,0,0,
361496,-0.016,0.004,0,0,
361500,0.012,0.006,0,0,
361504,-0.006,0.01,0,0,
361508,0.007,0.002,0,0,
361512,0.061,0.007,0,0,
361516,0.11,0.007,0,0,
361520,-0.003,0.003,0,0,
361524,-0.005,0.004,0,0,
361528,0.043,0.01,0,0,
361532,0.036,0.003,0,0,
361536,0.014,0.003,0,0,
361540,0.031,0.005,0,0,
361544,-0.004,0.01,0,0,
361548,0.044,0.001,0,0,
361552,0.026,0.004,0,0,
361556,0.024,0.002,0,0,
361560,0.057,0.002,0,0,
361564,0.058,0.003,0,0,
361568,0.063,0.008,0,0,
361572,-0.018,0.006,0,0,
361576,-0.019,0.007,0,0,
361580,0.054,0.002,0,0,
361584,0.053,-0.001,0,0,
361588,0.009,0.005,0,0,
361592,0.028,-0.001,0,0,
361596,0.035,0.008,0,0,
361600,0.026,0.005,0,0,
361604,0.051,0.004,0,0,
361608,0.069,0.003,0,0,
361612,-0.017,0.006,0,0,
361616,0.01,0.005,0,0,
361620,-0.029,0.005,0,0,
361624,0.058,0.002,0,0,
361628,0.067,0.004,0,0,
361632,0.012,0.002,0,0,
361636,0.015,0.002,0,0,
361640,0.004,0.003,0,0,
361644,0.023,0.001,0,0,
361648,0.062,0.001,0,0,
361652,0.05,0.001,0,0,
361656,0.043,0.006,0,0,
361660,0.069,-0.002,0,0,
361664,0.011,0.006,0,0,
361668,0.048,0.001,0,0,
361672,0.025,0.004,0,0,
361676,0.041,0.002,0,0,
361680,0.038,0.004,0,0,
361684,0.03,-0.001,0,0,
361688,0.042,-0.001,0,0,
361692,0.067,-0.001,0,0,
361696,0.019,-0.005,0,0,
361700,0.064,0,0,0,
361704,0.024,0.004,0,0,
361708,0.043,0.002,0,0,
361712,0.012,0.007,0,0,
361716,-0.027,0.001,0,0,
361720,0.023,0.008,0,0,
361724,0.043,0.004,0,0,
361728,0,0.004,0,0,
361732,0.031,0,0,0,
361736,0.053,0.006,0,0,
361740,0.067,0.003,0,0,
361744,0.034,0.005,0,0,
361748,0.008,0.002,0,0,
361752,0,0.004,0,0,
361756,0.077,0.002,0,0,
361760,0.038,0.008,0,0,
361764,0.06,0.004,0,0,
361768,0.066,0.002,0,0,
361772,0.041,0.003,0,0,
361776,0.011,0.006,0,0,
361780,0.072,0,0,0,
361784,-0.002,0.002,0,0,
361788,0.074,0.005,0,0,
361792,-0.003,0.006,0,0,
361796,0.016,0.006,0,0,
361800,0.026,0.004,0,0,
361804,0.037,0.004,0,0,
361808,0.039,0.009,0,0,
361812,0.085,0.007,0,0,
361816,0.039,0.006,0,0,
361820,0.033,0.003,0,0,
361824,-0.013,-0.001,0,0,
361828,0.072,0.003,0,0,
361832,0.011,0.006,0,0,
361836,0.055,0.003,0,0,
361840,-0.014,0.005,0,0,
361844,-0.028,0.003,0,0,
361848,0.017,0.001,0,0,
361852,0.071,0.002,0,0,
361856,0.049,0.003,0,0,
361860,0.045,0.004,0,0,
361864,0.054,0.003,0,0,
361868,0.039,0.003,0,0,
361872,0.009,0.004,0,0,
361876,0.03,-0.001,0,0,
361880,-0.027,0.004,0,0,
361884,0.014,0.002,0,0,
361888,-0.012,0.003,0,0,
361892,0.023,0.002,0,0,
361896,0.028,0.001,0,0,
361900,0.019,0.001,0,0,
361904,0.012,0.011,0,0,
361908,0.065,0.005,0,0,
361912,0.069,0.005,0,0,
361916,0.037,0.003,0,0,
361920,0.063,0.003,0,0,
361924,0,0.002,0,0,
361928,0.133,0.005,0,0,
361932,0.096,0.007,0,0,
361936,0.055,0.006,0,0,
361940,0.003,0.009,0,0,
361944,0.072,0.001,0,0,
361948,0.096,0,0,0,
361952,0.086,-0.001,0,0,
361956,-0.004,0.002,0,0,
361960,0.022,-0.005,0,0,
361964,0.024,0.005,0,0,
361968,0.121,0.003,0,0,
361972,0.028,0,0,0,
361976,0.023,-0.001,0,0,
361980,0.006,-0.001,0,0,
361984,0.027,0.002,0,0,
361988,0.037,0,0,0,
361992,0.039,0.002,0,0,
361996,0.034,0.001,0,0,
362000,0.042,0.003,0,0,
362004,0.03,0,0,0,
362008,0.038,-0.001,0,0,
362012,0.033,0.006,0,0,
362016,0.062,-0.001,0,0,
362020,0.046,0.001,0,0,
362024,0.001,-0.003,0,0,
362028,0.06,0.003,0,0,
362032,0.04,0,0,0,
362036,0.048,0.007,0,0,
362040,0.081,0.003,0,0,
362044,0.011,0.004,0,0,
362048,0.032,0.004,0,0,
362052,0.064,0.007,0,0,
362056,0.038,0.004,0,0,
362060,-0.007,0.004,0,0,
362064,-0.047,0.001,0,0,
362068,0.098,0.001,0,0,
362072,0.022,0.003,0,0,
362076,-0.017,0.005,0,0,
362080,0.038,-0.002,0,0,
362084,0.06,0.003,0,0,
362088,0.108,0.005,0,0,
362092,0.02,0.003,0,0,
362096,0.065,0.003,0,0,
362100,0.025,0.003,0,0,
362104,0.098,-0.007,0,0,
362108,0.061,0.002,0,0,
362112,0.081,0.001,0,0,
362116,0.08,0.007,0,0,
362120,0.026,0.003,0,0,
362124,0.079,0.003,0,0,
362128,0.043,-0.003,0,0,
362132,0.044,0,0,0,
362136,0.111,-0.002,0,0,
362140,0.052,-0.001,0,0,
362144,-0.008,0,0,0,
362148,0.047,-0.001,0,0,
362152,0.043,-0.004,0,0,
362156,0.028,-0.002,0,0,
362160,0.043,-0.002,0,0,
362164,-0.04,0.006,0,0,
362168,0.05,0.001,0,0,
362172,-0.014,0.002,0,0,
362176,-0.023,0.002,0,0,
362180,-0.037,0.001,0,0,
362184,0.013,-0.002,0,0,
362188,0.084,0.002,0,0,
362192,0.106,0.001,0,0,
362196,0.025,0,0,0,
362200,0.108,0,0,0,
362204,0.042,-0.002,0,0,
362208,0.046,0,0,0,
362212,0.086,0.004,0,0,
362216,0.012,0.004,0,0,
362220,0.025,0.006,0,0,
362224,-0.043,0.002,0,0,
362228,0.09,0.002,0,0,
362232,0.09,0.002,0,0,
362236,0.007,0,0,0,
362240,0.08,0,0,0,
362244,0.031,-0.004,0,0,
362248,0.045,-0.001,0,0,
362252,-0.013,0.001,0,0,
362256,0.075,0.003,0,0,
362260,0.028,0.001,0,0,
362264,0.073,0.007,0,0,
362268,-0.002,0.005,0,0,
362272,0.056,0.002,0,0,
362276,0.027,0.003,0,0,
362280,0.038,0.009,0,0,
362284,0.097,0.005,0,0,
362288,0.019,0.006,0,0,
362292,0.043,0.004,0,0,
362296,0.062,0.004,0,0,
362300,0.046,0,0,0,
362304,0.005,0.001,0,0,
362308,0.03,0.006,0,0,
362312,0.031,0.003,0,0,
362316,0.106,0.005,0,0,
362320,0.063,0.003,0,0,
362324,0.063,0,0,0,
362328,-0.019,0.006,0,0,
362332,0.059,0.005,0,0,
362336,0.008,0.005,0,0,
362340,0.016,0.004,0,0,
362344,0.025,0.008,0,0,
362348,0.029,0.008,0,0,
362352,0.036,0.009,0,0,
362356,0.008,0.006,0,0,
362360,0.053,0.006,0,0,
362364,0.031,0.007,0,0,
362368,0.061,0.004,0,0,
362372,0.051,0.003,0,0,
362376,0.037,0,0,0,
362380,0.066,0.001,0,0,
362384,0.054,0.003,0,0,
362388,0.051,0.008,0,0,
362392,0.018,0.01,0,0,
362396,0.013,0.011,0,0,
362400,0.043,0.005,0,0,
362404,0.032,0.005,0,0,
362408,0.042,0,0,0,
362412,0.063,0.002,0,0,
362416,0.068,0.001,0,0,
362420,0.039,0.005,0,0,
362424,0.032,0.003,0,0,
362428,0.017,0.006,0,0,
362432,0.062,0.005,0,0,
362436,0.087,0.003,0,0,
362440,0.036,0.007,0,0,
362444,0.08,0.01,0,0,
362448,0.068,-0.001,0,0,
362452,0.049,0.004,0,0,
362456,0.036,0.005,0,0,
362460,0.05,0.006,0,0,
362464,0.012,0.005,0,0,
362468,0.071,0.007,0,0,
362472,0.007,0.008,0,0,
362476,0.053,-0.001,0,0,
362480,0.09,0.004,0,0,
362484,0.057,0.009,0,0,
362488,0.022,0.003,0,0,
362492,0.007,0.006,0,0,
362496,0.053,0.009,0,0,
362500,0.072,0.003,0,0,
362504,0.029,0.002,0,0,
362508,0.053,0.001,0,0,
362512,0.054,0,0,0,
362516,0.02,0.007,0,0,
362520,-0.005,0.008,0,0,
362524,0.033,0.007,0,0,
362528,0.065,0.002,0,0,
362532,0.02,0.008,0,0,
362536,0.039,0.004,0,0,
362540,0.009,0.002,0,0,
362544,0.062,0.008,0,0,
362548,-0.02,0.004,0,0,
362552,0.027,0.003,0,0,
362556,0.019,0.01,0,0,
362560,0.06,0.006,0,0,
362564,0.053,0.011,0,0,
362568,0.062,0.006,0,0,
362572,0.059,0.002,0,0,
362576,0.077,0.003,0,0,
362580,0.045,0.006,0,0,
362584,0.085,0.005,0,0,
362588,0.042,0,0,0,
362592,0.001,0.008,0,0,
362596,-0.028,0.003,0,0,
362600,0.087,0.007,0,0,
362604,0.028,0.008,0,0,
362608,0.008,0.007,0,0,
362612,0.001,0.003,0,0,
362616,0.091,0.001,0,0,
362620,0.011,0.008,0,0,
362624,0.012,0.001,0,0,
362628,0.007,0,0,0,
362632,0.002,0.002,0,0,
362636,0.076,0.005,0,0,
362640,0.056,0.006,0,0,
362644,0.084,0.005,0,0,
362648,0.042,0.009,0,0,
362652,0.044,0.004,0,0,
362656,-0.019,0.008,0,0,
362660,0.1,0.008,0,0,
362664,0.049,0.008,0,0,
362668,0.006,0.005,0,0,
362672,0.006,0.009,0,0,
362676,-0.016,0.005,0,0,
362680,0.015,0.001,0,0,
362684,0.005,0.009,0,0,
362688,0.093,0.008,0,0,
362692,0.022,0.002,0,0,
362696,0.035,0.006,0,0,
362700,0.017,0.007,0,0,
362704,-0.013,0.008,0,0,
362708,0.024,0.01,0,0,
362712,0.035,0.007,0,0,
362716,0.036,0.004,0,0,
362720,-0.02,-0.001,0,0,
362724,0.017,0.001,0,0,
362728,0.112,0.002,0,0,
362732,0.024,0.002,0,0,
362736,0.089,0.001,0,0,
362740,0.028,0.007,0,0,
362744,0.006,0.008,0,0,
362748,0.036,0.005,0,0,
362752,0.014,0.007,0,0,
362756,0.02,-0.001,0,0,
362760,-0.042,0.005,0,0,
362764,0.098,0.005,0,0,
362768,0.035,0.008,0,0,
362772,0.031,0.003,0,0,
362776,0.015,0.006,0,0,
362780,0.048,0.005,0,0,
362784,0.043,0.005,0,0,
362788,0.014,0.007,0,0,
362792,0.053,0.006,0,0,
362796,0,0.005,0,0,
362800,0.015,0,0,0,
362804,-0.031,0.003,0,0,
362808,0.01,0.002,0,0,
362812,0.072,0.008,0,0,
362816,0.025,0.006,0,0,
362820,-0.03,0.007,0,0,
362824,0.041,0.002,0,0,
362828,0.088,0.004,0,0,
362832,0.04,0.005,0,0,
362836,0.044,0.006,0,0,
362840,0.013,0.004,0,0,
362844,0.036,0.004,0,0,
362848,0.05,0.008,0,0,
362852,0.035,0.007,0,0,
362856,0.01,0.003,0,0,
